direction,stmt,stem,scale,frac,argmax_id,argmax_tok,hit_target,margin,frac_margin,readout_delta,completion
oracle,408,The city of Warri is in,0.34403,+0.50,24808, Delta,0,0.918427,0.5005,0.920265,"Delta State, Nigeria. It is the"
oracle,408,The city of Warri is in,-0.34403,-0.50,24808, Delta,0,2.75896,-0.500502,-0.920269,"Delta State, Nigeria. It is the"
oracle,408,The city of Warri is in,0.688059,+1.00,573, the,1,-0.0018425,1.001,1.84053,the Delta State of Nigeria. It is
oracle,408,The city of Warri is in,-0.688059,-1.00,24808, Delta,0,3.67923,-1.001,-1.84054,"Delta State, Nigeria. It is the"
oracle,408,The city of Warri is in,1.37612,+2.00,573, the,1,-1.84238,2.00201,3.68107,the Delta State of Nigeria. It is
oracle,408,The city of Warri is in,-1.37612,-2.00,24808, Delta,0,5.51977,-2.00201,-3.68108,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,0,+0.00,24808, Delta,0,1.83869,0,0,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,6.89308,+0.25,24808, Delta,0,2.29883,-0.250254,-0.46014,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,-6.89308,-0.25,24808, Delta,0,1.37856,0.250248,0.460129,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,13.7862,+0.50,24808, Delta,0,2.75896,-0.500504,-0.920273,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,-13.7862,-0.50,24808, Delta,0,0.918427,0.5005,0.920265,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,27.5723,+1.00,24808, Delta,0,3.67923,-1.00101,-1.84054,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,-27.5723,-1.00,573, the,1,-0.0018425,1.001,1.84053,"the state of Delta, Nigeria. It"
md_full,408,The city of Warri is in,55.1446,+2.00,24808, Delta,0,5.51977,-2.00201,-3.68108,"Delta State, Nigeria. It is the"
md_full,408,The city of Warri is in,-55.1446,-2.00,573, the,1,-1.84238,2.002,3.68107,the state of  Delta  The city
jtw_legacy,408,The city of Warri is in,0,+0.00,24808, Delta,0,1.83869,0,0,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,0.172015,+0.25,24808, Delta,0,1.83113,0.00411409,0.00756454,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,-0.172015,-0.25,24808, Delta,0,1.84626,-0.00411824,-0.00757217,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,0.34403,+0.50,24808, Delta,0,1.82356,0.00823026,0.0151329,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,-0.34403,-0.50,24808, Delta,0,1.85383,-0.00823441,-0.0151405,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,0.688059,+1.00,24808, Delta,0,1.80841,0.0164667,0.0302773,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,-0.688059,-1.00,24808, Delta,0,1.86897,-0.0164667,-0.0302773,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,1.37612,+2.00,24808, Delta,0,1.77815,0.0329272,0.0605431,"Delta State, Nigeria. It is the"
jtw_legacy,408,The city of Warri is in,-1.37612,-2.00,24808, Delta,0,1.89925,-0.0329335,-0.0605545,"Delta State, Nigeria. It is the"
oracle,596,The city of Zibo is in,0,+0.00,573, the,0,11.9597,0,0,the Shandong Province of China. It is
oracle,596,The city of Zibo is in,1.56521,+0.25,573, the,0,8.96676,0.25025,2.9929,the Shandong Province of China. It is
oracle,596,The city of Zibo is in,-1.56521,-0.25,573, the,0,14.9526,-0.25025,-2.9929,the Shandong Province of China. It is
oracle,596,The city of Zibo is in,3.13042,+0.50,573, the,0,5.97386,0.500499,5.9858,"the north of Shandong Province, China."
oracle,596,The city of Zibo is in,-3.13042,-0.50,573, the,0,17.9455,-0.5005,-5.98581,the Shandong Province of China. It is
oracle,596,The city of Zibo is in,6.26085,+1.00,4612, North,1,-0.0119553,1.001,11.9716,North China's North China's
oracle,596,The city of Zibo is in,-6.26085,-1.00,573, the,0,23.9313,-1.001,-11.9716,the Shandong Province of China. It is
oracle,596,The city of Zibo is in,12.5217,+2.00,4612, North,1,-11.9836,2.002,23.9432,North North North North North North North North
oracle,596,The city of Zibo is in,-12.5217,-2.00,573, the,0,35.9029,-2.002,-23.9432,the Shandong province of China. It is
md_full,596,The city of Zibo is in,0,+0.00,573, the,0,11.9597,0,0,the Shandong Province of China. It is
md_full,596,The city of Zibo is in,393.23,+0.25,1165, It,0,8.23053,0.311809,3.72914,It Rainfall Rainfall Rainfall Rainfall Rainfall Rainfall Rainfall
md_full,596,The city of Zibo is in,-393.23,-0.25,109,\n\n,0,15.6888,-0.31181,-3.72914,
md_full,596,The city of Zibo is in,786.461,+0.50,132892, Temperatures,0,4.50139,0.623619,7.45827,Temperatures Measuring Temperatures Measuring Temperatures Measuring Temperatures Measuring
md_full,596,The city of Zibo is in,-786.461,-0.50,109,\n\n,0,19.4179,-0.623619,-7.45827,
md_full,596,The city of Zibo is in,1572.92,+1.00,132892, Temperatures,0,-2.95689,1.24724,14.9166,Temperatures Measuring Temperatures Measuring Temperatures Measuring Temperatures Measuring
md_full,596,The city of Zibo is in,-1572.92,-1.00,109,\n\n,0,26.8762,-1.24724,-14.9166,
md_full,596,The city of Zibo is in,3145.84,+2.00,43011, Computing,0,-17.8734,2.49448,29.8331,Computing Computing Computing Computing Computing Computing Computing Computing
md_full,596,The city of Zibo is in,-3145.84,-2.00,108,\n,0,41.7928,-2.49448,-29.8331,
jtw_legacy,596,The city of Zibo is in,0,+0.00,573, the,0,11.9597,0,0,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,1.56521,+0.25,573, the,0,12.0239,-0.00537533,-0.0642872,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,-1.56521,-0.25,573, the,0,11.8954,0.00537502,0.0642834,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,3.13042,+0.50,573, the,0,12.0882,-0.0107505,-0.128572,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,-3.13042,-0.50,201861, Shandong,0,11.8311,0.0107502,0.128569,"Shandong Province, China. It is located"
jtw_legacy,596,The city of Zibo is in,6.26085,+1.00,573, the,0,12.2168,-0.0215009,-0.257143,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,-6.26085,-1.00,201861, Shandong,0,11.7025,0.0215007,0.257141,"Shandong Province, China. It is located"
jtw_legacy,596,The city of Zibo is in,12.5217,+2.00,573, the,0,12.474,-0.043002,-0.51429,the Shandong Province of China. It is
jtw_legacy,596,The city of Zibo is in,-12.5217,-2.00,201861, Shandong,0,11.4454,0.0430012,0.51428,"Shandong Province, China. It is located"
oracle,898,The city of Kalininskiy is in,0,+0.00,573, the,0,27.8145,0,0,the south of the Republic of Tatarstan
oracle,898,The city of Kalininskiy is in,2.425,+0.25,573, the,0,20.8539,0.25025,6.96056,"the Leningrad Oblast, Russia. It is"
oracle,898,The city of Kalininskiy is in,-2.425,-0.25,573, the,0,34.775,-0.25025,-6.96057,the north of the Republic of Kalin
oracle,898,The city of Kalininskiy is in,4.84999,+0.50,573, the,0,13.8933,0.5005,13.9211,"the Leningrad Oblast, Russia. It is"
oracle,898,The city of Kalininskiy is in,-4.84999,-0.50,573, the,0,41.7356,-0.5005,-13.9211,"the north of the Tver region,"
oracle,898,The city of Kalininskiy is in,9.69999,+1.00,19066, Ukraine,1,-0.0278053,1.001,27.8423,Ukraine’ Ukraine Ukraine Ukraine Ukraine Ukraine Ukraine
oracle,898,The city of Kalininskiy is in,-9.69999,-1.00,573, the,0,55.6567,-1.001,-27.8423,the 10th of the
oracle,898,The city of Kalininskiy is in,19.4,+2.00,19066, Ukraine,1,-27.8701,2.002,55.6845,Ukraine itſelf itſelf itſelf itſelf itſelf itſelf itſelf
oracle,898,The city of Kalininskiy is in,-19.4,-2.00,573, the,0,83.499,-2.002,-55.6845,the 100- 1
md_full,898,The city of Kalininskiy is in,0,+0.00,573, the,0,27.8145,0,0,the south of the Republic of Tatarstan
md_full,898,The city of Kalininskiy is in,259.673,+0.25,573, the,0,34.8154,-0.251702,-7.00095,the Rost Planners. It is located in
md_full,898,The city of Kalininskiy is in,-259.673,-0.25,109,\n\n,0,20.8135,0.251702,7.00094,
md_full,898,The city of Kalininskiy is in,519.346,+0.50,1165, It,0,41.8164,-0.503403,-14.0019,It Computing Computing Computing Computing Computing Computing Computing
md_full,898,The city of Kalininskiy is in,-519.346,-0.50,109,\n\n,0,13.8126,0.503403,14.0019,
md_full,898,The city of Kalininskiy is in,1038.69,+1.00,74616, Measuring,0,55.8182,-1.00681,-28.0038,Measuring Measuring Measuring Measuring Measuring Measuring Measuring Measuring
md_full,898,The city of Kalininskiy is in,-1038.69,-1.00,109,\n\n,0,-0.189308,1.00681,28.0038,
md_full,898,The city of Kalininskiy is in,2077.38,+2.00,74616, Measuring,0,83.822,-2.01361,-56.0076,Measuring Measuring Measuring Measuring Measuring Measuring Measuring Measuring
md_full,898,The city of Kalininskiy is in,-2077.38,-2.00,108,\n,0,-28.1931,2.01361,56.0076,
jtw_legacy,898,The city of Kalininskiy is in,0,+0.00,573, the,0,27.8145,0,0,the south of the Republic of Tatarstan
jtw_legacy,898,The city of Kalininskiy is in,2.425,+0.25,573, the,0,28.0736,-0.00931735,-0.259157,the south of the Republic of Tatarstan
jtw_legacy,898,The city of Kalininskiy is in,-2.425,-0.25,573, the,0,27.5553,0.00931722,0.259153,"the north of the Russian Federation, in"
jtw_legacy,898,The city of Kalininskiy is in,4.84999,+0.50,573, the,0,28.3328,-0.0186345,-0.518309,the south of the Republic of Tatarstan
