direction,eps,frac_reachable
truth_sub_best,39.612,1
truth_sub_best,41.1356,1
truth_sub_best,42.6591,1
truth_sub_best,44.1826,1
truth_sub_best,45.7062,1
truth_sub_best,47.2297,1
truth_sub_best,48.7533,1
truth_sub_best,50.2768,1
truth_sub_best,51.8003,1
truth_sub_best,53.3239,1
truth_sub_best,54.8474,1
truth_sub_best,56.371,1
truth_sub_best,57.8945,1
truth_sub_best,59.418,1
truth_sub_best,60.9416,1
truth_sub_best,62.4651,1
truth_sub_best,63.9887,1
truth_sub_best,65.5122,1
truth_sub_best,67.0357,1
truth_sub_best,68.5593,1
truth_sub_best,70.0828,1
truth_sub_best,71.6064,1
truth_sub_best,73.1299,1
truth_sub_best,74.6534,1
truth_sub_best,76.177,1
truth_sub_best,77.7005,1
truth_sub_best,79.2241,1
truth_sub_best,80.7476,1
truth_sub_best,82.2711,1
truth_sub_best,83.7947,1
truth_sub_best,85.3182,1
truth_sub_best,86.8418,1
truth_sub_best,88.3653,1
truth_sub_best,89.8888,1
truth_sub_best,91.4124,1
