direction,stmt,stem,scale,frac,argmax_id,argmax_tok,hit_target,margin,frac_margin,readout_delta,completion
md_full,467,The city of Tembisa is in the,0,+0.00,637, E,0,6.48786,0,0,"Ekurhuleni Metropolitan Municipality, Gauteng"
md_full,467,The city of Tembisa is in the,272.165,+0.25,1165, It,0,8.39203,-0.293497,-1.90417,It Planners.  It planners are professionals
md_full,467,The city of Tembisa is in the,-272.165,-0.25,109,\n\n,0,4.58369,0.293497,1.90417,Yes yes yeah Yeah no Yeah
md_full,467,The city of Tembisa is in the,544.329,+0.50,1165, It,0,10.2962,-0.586994,-3.80834,It Planners Measuring Temperatures Rainfall Graphs Meteoro Calculating
md_full,467,The city of Tembisa is in the,-544.329,-0.50,109,\n\n,0,2.67952,0.586994,3.80834,Yes yes yeah true Nope nope
md_full,467,The city of Tembisa is in the,1088.66,+1.00,74616, Measuring,0,14.1045,-1.17399,-7.61668,Measuring Temperatures Rainfall Computing Calculating calculators calculating temperatures
md_full,467,The city of Tembisa is in the,-1088.66,-1.00,109,\n\n,0,-1.12881,1.17399,7.61668,Nope yes true yeah no nope Nope
md_full,467,The city of Tembisa is in the,2177.32,+2.00,74616, Measuring,0,21.7212,-2.34798,-15.2334,Measuring Temperatures Computing Planners Calculating calculators Rainfall Meteoro
md_full,467,The city of Tembisa is in the,-2177.32,-2.00,108,\n,0,-8.74547,2.34797,15.2333,no he not that hisno
oracle,767,The city of Narela is in,0,+0.00,573, the,0,7.50852,0,0,the north-west part of Delhi.
oracle,767,The city of Narela is in,0.788667,+0.25,573, the,0,5.62951,0.250251,1.87901,the north-west part of Delhi.
oracle,767,The city of Narela is in,-0.788667,-0.25,573, the,0,9.38753,-0.25025,-1.87901,the north-west part of Delhi.
oracle,767,The city of Narela is in,1.57733,+0.50,573, the,0,3.7505,0.5005,3.75802,the north-west part of Delhi.
oracle,767,The city of Narela is in,-1.57733,-0.50,573, the,0,11.2665,-0.5005,-3.75801,the north-west part of Delhi.
oracle,767,The city of Narela is in,3.15467,+1.00,4612, North,1,-0.00751114,1.001,7.51603,North West Delhi. It has a population
oracle,767,The city of Narela is in,-3.15467,-1.00,573, the,0,15.0246,-1.001,-7.51603,the north-west part of Delhi.
oracle,767,The city of Narela is in,6.30933,+2.00,4612, North,1,-7.52354,2.002,15.0321,North West Delhi. It has been developed
oracle,767,The city of Narela is in,-6.30933,-2.00,573, the,0,22.5406,-2.002,-15.0321,the process of being developed as a new
md_full,767,The city of Narela is in,0,+0.00,573, the,0,7.50852,0,0,the north-west part of Delhi.
md_full,767,The city of Narela is in,198.138,+0.25,573, the,0,5.62951,0.250251,1.87901,the planning. It’ It covers an
md_full,767,The city of Narela is in,-198.138,-0.25,109,\n\n,0,9.38753,-0.25025,-1.87901,He was born on 15
md_full,767,The city of Narela is in,396.276,+0.50,1165, It,0,3.7505,0.5005,3.75802,It Planners. Measuring roughly 10
md_full,767,The city of Narela is in,-396.276,-0.50,109,\n\n,0,11.2665,-0.5005,-3.75801,No yes no Yes Yes No
md_full,767,The city of Narela is in,792.551,+1.00,74616, Measuring,0,-0.00751495,1.001,7.51604,Measuring Temperatures Rainfall Graphs Computing Calculating Meteoro Planners
md_full,767,The city of Narela is in,-792.551,-1.00,109,\n\n,0,15.0245,-1.001,-7.51602,Nope yes no yeah true nope Nope
md_full,767,The city of Narela is in,1585.1,+2.00,74616, Measuring,0,-7.52355,2.002,15.0321,Measuring Temperatures Computing Rainfall Calculating Meteoro Planners calculators
md_full,767,The city of Narela is in,-1585.1,-2.00,109,\n\n,0,22.5406,-2.002,-15.0321,No true yes noYestrue Yes
oracle,408,The city of Warri is in,0,+0.00,24808, Delta,0,1.83869,0,0,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,0.172015,+0.25,24808, Delta,0,1.37856,0.250248,0.460129,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,-0.172015,-0.25,24808, Delta,0,2.29883,-0.250252,-0.460136,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,0.34403,+0.50,24808, Delta,0,0.918427,0.5005,0.920265,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,-0.34403,-0.50,24808, Delta,0,2.75896,-0.500502,-0.920269,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,0.688059,+1.00,573, the,1,-0.0018425,1.001,1.84053,"the Delta State, Nigeria. It has"
oracle,408,The city of Warri is in,-0.688059,-1.00,24808, Delta,0,3.67923,-1.001,-1.84054,"Delta State, Nigeria. It has a"
oracle,408,The city of Warri is in,1.37612,+2.00,573, the,1,-1.84238,2.00201,3.68107,"the Delta State, Nigeria. It has"
oracle,408,The city of Warri is in,-1.37612,-2.00,24808, Delta,0,5.51977,-2.00201,-3.68108,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,0,+0.00,24808, Delta,0,1.83869,0,0,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,6.89308,+0.25,24808, Delta,0,2.29883,-0.250254,-0.46014,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,-6.89308,-0.25,24808, Delta,0,1.37856,0.250248,0.460129,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,13.7862,+0.50,24808, Delta,0,2.75896,-0.500504,-0.920273,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,-13.7862,-0.50,24808, Delta,0,0.918427,0.5005,0.920265,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,27.5723,+1.00,24808, Delta,0,3.67923,-1.00101,-1.84054,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,-27.5723,-1.00,573, the,1,-0.0018425,1.001,1.84053,"the state of Delta, Nigeria. It"
md_full,408,The city of Warri is in,55.1446,+2.00,24808, Delta,0,5.51977,-2.00201,-3.68108,"Delta State, Nigeria. It has a"
md_full,408,The city of Warri is in,-55.1446,-2.00,573, the,1,-1.84238,2.002,3.68107,"the state  of Delta, Nigeria."
oracle,596,The city of Zibo is in,0,+0.00,573, the,0,11.9597,0,0,"the Shandong Province, China. It has"
oracle,596,The city of Zibo is in,1.56521,+0.25,573, the,0,8.96676,0.25025,2.9929,"the Shandong Province, China. It has"
oracle,596,The city of Zibo is in,-1.56521,-0.25,573, the,0,14.9526,-0.25025,-2.9929,"the Shandong Province, China. It has"
oracle,596,The city of Zibo is in,3.13042,+0.50,573, the,0,5.97386,0.500499,5.9858,the north-central part of Shandong Province
oracle,596,The city of Zibo is in,-3.13042,-0.50,573, the,0,17.9455,-0.5005,-5.98581,"the Shandong Province, China. It has"
oracle,596,The city of Zibo is in,6.26085,+1.00,4612, North,1,-0.0119553,1.001,11.9716,North China's Shandong Province. It
oracle,596,The city of Zibo is in,-6.26085,-1.00,573, the,0,23.9313,-1.001,-11.9716,"the Shandong Province, China. It has"
oracle,596,The city of Zibo is in,12.5217,+2.00,4612, North,1,-11.9836,2.002,23.9432,"North East China, and it’s"
oracle,596,The city of Zibo is in,-12.5217,-2.00,573, the,0,35.9029,-2.002,-23.9432,"the Shandong province, China. It has"
md_full,596,The city of Zibo is in,0,+0.00,573, the,0,11.9597,0,0,"the Shandong Province, China. It has"
md_full,596,The city of Zibo is in,393.23,+0.25,1165, It,0,8.23053,0.311809,3.72914,It Rainfall Measuring Temperatures Meteoro Planners Computing Calculating
md_full,596,The city of Zibo is in,-393.23,-0.25,109,\n\n,0,15.6888,-0.31181,-3.72914,China He yes no yeah ok
md_full,596,The city of Zibo is in,786.461,+0.50,132892, Temperatures,0,4.50139,0.623619,7.45827,Temperatures Measuring Rainfall Calculating Computing Meteoro Planners calculators
md_full,596,The city of Zibo is in,-786.461,-0.50,109,\n\n,0,19.4179,-0.623619,-7.45827,Nope yes no yeah nope Nope Yes
md_full,596,The city of Zibo is in,1572.92,+1.00,132892, Temperatures,0,-2.95689,1.24724,14.9166,Temperatures Measuring Rainfall Computing Calculating Meteoro Planners calculators
md_full,596,The city of Zibo is in,-1572.92,-1.00,109,\n\n,0,26.8762,-1.24724,-14.9166,No true no yesYestrue Yes
md_full,596,The city of Zibo is in,3145.84,+2.00,43011, Computing,0,-17.8734,2.49448,29.8331,Computing Measuring Temperatures Rainfall Calculating Planners calculatorsándo
md_full,596,The city of Zibo is in,-3145.84,-2.00,108,\n,0,41.7928,-2.49448,-29.8331,im o b I n
oracle,898,The city of Kalininskiy is in,0,+0.00,573, the,0,27.8145,0,0,"the south-west part of Russia,"
oracle,898,The city of Kalininskiy is in,2.425,+0.25,573, the,0,20.8539,0.25025,6.96056,"the Leningrad Oblast, Russia. It has"
oracle,898,The city of Kalininskiy is in,-2.425,-0.25,573, the,0,34.775,-0.25025,-6.96057,"the north-west part of Russia,"
oracle,898,The city of Kalininskiy is in,4.84999,+0.50,573, the,0,13.8933,0.5005,13.9211,"the Leningrad Oblast, Russia. It has"
oracle,898,The city of Kalininskiy is in,-4.84999,-0.50,573, the,0,41.7356,-0.5005,-13.9211,the north-west part of St.
oracle,898,The city of Kalininskiy is in,9.69999,+1.00,19066, Ukraine,1,-0.0278053,1.001,27.8423,"Ukraine’s Donetsk Oblast, which borders"
oracle,898,The city of Kalininskiy is in,-9.69999,-1.00,573, the,0,55.6567,-1.001,-27.8423,the 10th and last (
oracle,898,The city of Kalininskiy is in,19.4,+2.00,19066, Ukraine,1,-27.8701,2.002,55.6845,Ukraine itſelf myſelf himſelfſelf themſelves Jefus Efq
oracle,898,The city of Kalininskiy is in,-19.4,-2.00,573, the,0,83.499,-2.002,-55.6845,"the 10, a. The"
md_full,898,The city of Kalininskiy is in,0,+0.00,573, the,0,27.8145,0,0,"the south-west part of Russia,"
md_full,898,The city of Kalininskiy is in,259.673,+0.25,573, the,0,34.8154,-0.251702,-7.00095,the Rost Planners. It' calculators planners
md_full,898,The city of Kalininskiy is in,-259.673,-0.25,109,\n\n,0,20.8135,0.251702,7.00094,He was born on No yes
md_full,898,The city of Kalininskiy is in,519.346,+0.50,1165, It,0,41.8164,-0.503403,-14.0019,It Computing Calculating Measuring Temperatures Rainfall Temperature Graphs
md_full,898,The city of Kalininskiy is in,-519.346,-0.50,109,\n\n,0,13.8126,0.503403,14.0019,Nope nope Nope no yes Yes No
md_full,898,The city of Kalininskiy is in,1038.69,+1.00,74616, Measuring,0,55.8182,-1.00681,-28.0038,Measuring Temperatures Calculating Rainfall Computing Meteoro Planners calculators
md_full,898,The city of Kalininskiy is in,-1038.69,-1.00,109,\n\n,0,-0.189308,1.00681,28.0038,Nope yes true yeah no nope Nope
md_full,898,The city of Kalininskiy is in,2077.38,+2.00,74616, Measuring,0,83.822,-2.01361,-56.0076,Measuring Temperatures Computing Rainfall Calculating Meteoro Planners calculators
md_full,898,The city of Kalininskiy is in,-2077.38,-2.00,108,\n,0,-28.1931,2.01361,56.0076,no he his notno her
oracle,150,The city of Dehra Dun is in,0,+0.00,573, the,0,19.6617,0,0,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,2.19478,+0.25,573, the,0,14.7414,0.25025,4.92035,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,-2.19478,-0.25,573, the,0,24.5821,-0.250251,-4.92036,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,4.38956,+0.50,573, the,0,9.82104,0.5005,9.8407,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,-4.38956,-0.50,573, the,0,29.5025,-0.500501,-9.84072,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,8.77912,+1.00,4612, North,1,-0.0196686,1.001,19.6814,"North India, and it’s a"
oracle,150,The city of Dehra Dun is in,-8.77912,-1.00,573, the,0,39.3432,-1.001,-19.6814,"the state of Uttarakhand, India. It"
oracle,150,The city of Dehra Dun is in,17.5582,+2.00,4612, North,1,-19.7011,2.002,39.3628,"North India, north east Uttar Pradesh."
oracle,150,The city of Dehra Dun is in,-17.5582,-2.00,573, the,0,59.0246,-2.002,-39.3629,the state the Uttarakhand. It was a
md_full,150,The city of Dehra Dun is in,0,+0.00,573, the,0,19.6617,0,0,"the state of Uttarakhand, India. It"
md_full,150,The city of Dehra Dun is in,551.397,+0.25,1165, It,0,14.4327,0.265952,5.22908,It Planners Measuring Temperatures Rainfall Meteoro Graphs Temperature
md_full,150,The city of Dehra Dun is in,-551.397,-0.25,109,\n\n,0,24.8908,-0.265953,-5.2291,Yes yes yeah true Nope nope
md_full,150,The city of Dehra Dun is in,1102.79,+0.50,141360, Rainfall,0,9.20358,0.531904,10.4582,Rainfall Measuring Temperatures Computing Calculating Meteoro Planners calculators
md_full,150,The city of Dehra Dun is in,-1102.79,-0.50,109,\n\n,0,30.1199,-0.531905,-10.4582,Nope yes true yeah no nope Nope
md_full,150,The city of Dehra Dun is in,2205.59,+1.00,132892, Temperatures,0,-1.25459,1.06381,20.9163,Temperatures Measuring Rainfall Computing Calculating Planners calculators Meteoro
md_full,150,The city of Dehra Dun is in,-2205.59,-1.00,108,\n,0,40.5781,-1.06381,-20.9163,he no his that notno
md_full,150,The city of Dehra Dun is in,4411.18,+2.00,1165, It,0,-22.171,2.12762,41.8327,It Comput temperaturesSerializedNamecalcul Computing computing calculating
md_full,150,The city of Dehra Dun is in,-4411.18,-2.00,108,\n,0,61.4945,-2.12762,-41.8328,<tr></table>     </tr>
oracle,765,The city of Theni is in,0,+0.00,573, the,0,14.3351,0,0,the southern part of Tamil Nadu. It
oracle,765,The city of Theni is in,1.64896,+0.25,573, the,0,10.7477,0.25025,3.58736,the southern part of Tamil Nadu. It
oracle,765,The city of Theni is in,-1.64896,-0.25,573, the,0,17.9225,-0.25025,-3.58736,the southern part of Tamil Nadu. It
oracle,765,The city of Theni is in,3.29791,+0.50,573, the,0,7.16038,0.5005,7.17471,the southern part of Tamil Nadu. It
oracle,765,The city of Theni is in,-3.29791,-0.50,573, the,0,21.5098,-0.5005,-7.17472,the southern part of Tamil Nadu. It
oracle,765,The city of Theni is in,6.59583,+1.00,4316, South,1,-0.0143433,1.001,14.3494,"South India, and it’s a"
oracle,765,The city of Theni is in,-6.59583,-1.00,573, the,0,28.6845,-1.001,-14.3494,the state of Tamil Nadu. It has
oracle,765,The city of Theni is in,13.1917,+2.00,4316, South,1,-14.3638,2.002,28.6989,"South India, and it’s a"
oracle,765,The city of Theni is in,-13.1917,-2.00,573, the,0,43.034,-2.002,-28.6989,the state of Tamil Nadu. It has
md_full,765,The city of Theni is in,0,+0.00,573, the,0,14.3351,0,0,the southern part of Tamil Nadu. It
md_full,765,The city of Theni is in,428.33,+0.25,1165, It,0,18.2109,-0.270374,-3.87583,It Rainfall Measuring Gauge Data. Temperatures averages
md_full,765,The city of Theni is in,-428.33,-0.25,109,\n\n,0,10.4593,0.270374,3.87584,Yes yes yeah true Nope nope
md_full,765,The city of Theni is in,856.659,+0.50,132892, Temperatures,0,22.0868,-0.540748,-7.75167,Temperatures Measuring Rainfall Calculating Computing Meteoro Planners calculators
md_full,765,The city of Theni is in,-856.659,-0.50,109,\n\n,0,6.58343,0.540748,7.75167,Nope yes true yeah no nope Nope
md_full,765,The city of Theni is in,1713.32,+1.00,132892, Temperatures,0,29.8384,-1.08149,-15.5033,Temperatures Measuring Rainfall Computing Calculating Meteoro Planners calculators
md_full,765,The city of Theni is in,-1713.32,-1.00,109,\n\n,0,-1.16824,1.08149,15.5033,no No trueHetrue him
md_full,765,The city of Theni is in,3426.64,+2.00,43011, Computing,0,45.3417,-2.16299,-31.0066,Computingándo MeasuringDemografía Temperatures Rainfall AssemblyCompany Calculating
md_full,765,The city of Theni is in,-3426.64,-2.00,108,\n,0,-16.6716,2.16299,31.0066,</tr>�erhe s
oracle,20,The city of Jiaxing is in,0,+0.00,573, the,0,13.9256,0,0,"the east part of Zhejiang Province, China"
oracle,20,The city of Jiaxing is in,1.66984,+0.25,573, the,0,10.4407,0.25025,3.48487,the south-central part of Zhejiang Province
oracle,20,The city of Jiaxing is in,-1.66984,-0.25,573, the,0,17.4104,-0.25025,-3.48487,"the east part of Zhejiang Province, China"
oracle,20,The city of Jiaxing is in,3.33968,+0.50,573, the,0,6.95582,0.5005,6.96975,the south-central part of Zhejiang Province
oracle,20,The city of Jiaxing is in,-3.33968,-0.50,573, the,0,20.8953,-0.5005,-6.96975,"the east part of Zhejiang Province, China"
oracle,20,The city of Jiaxing is in,6.67936,+1.00,4612, North,1,-0.0139275,1.001,13.9395,"North East China, and it’s"
oracle,20,The city of Jiaxing is in,-6.67936,-1.00,573, the,0,27.8651,-1.001,-13.9395,"the Zhejiang province, China. It has"
oracle,20,The city of Jiaxing is in,13.3587,+2.00,4612, North,1,-13.9534,2.002,27.879,"North East China, north east from Shanghai"
oracle,20,The city of Jiaxing is in,-13.3587,-2.00,573, the,0,41.8046,-2.002,-27.879,"the Zhejiang province, China. It has"
md_full,20,The city of Jiaxing is in,0,+0.00,573, the,0,13.9256,0,0,"the east part of Zhejiang Province, China"
md_full,20,The city of Jiaxing is in,419.516,+0.25,1165, It,0,9.94716,0.285691,3.97841,It Planners. Covering an Measuring Rainfall Using
md_full,20,The city of Jiaxing is in,-419.516,-0.25,109,\n\n,0,17.904,-0.285691,-3.97841,China No yes no yeah ok
md_full,20,The city of Jiaxing is in,839.032,+0.50,141360, Rainfall,0,5.96875,0.571382,7.95682,Rainfall Measuring Temperatures Computing Calculating Meteoro Planners calculators
md_full,20,The city of Jiaxing is in,-839.032,-0.50,109,\n\n,0,21.8824,-0.571382,-7.95683,Nope nope yes no yeah ok true
md_full,20,The city of Jiaxing is in,1678.06,+1.00,43011, Computing,0,-1.98806,1.14276,15.9136,Computing Measuring Temperatures Calculating Rainfall Planners calculators Meteoro
md_full,20,The city of Jiaxing is in,-1678.06,-1.00,109,\n\n,0,29.8392,-1.14276,-15.9137,noNo true HeYes him
md_full,20,The city of Jiaxing is in,3356.13,+2.00,43011, Computing,0,-17.9017,2.28553,31.8273,Computingándo Measuring Temperatures Rainfall Calculating calculators Meteoro
md_full,20,The city of Jiaxing is in,-3356.13,-2.00,108,\n,0,45.7529,-2.28553,-31.8273,�erhe o</tr>
oracle,1271,The city of Nagpur is in,0,+0.00,573, the,0,20.759,0,0,the state of Maharashtra. It has a
oracle,1271,The city of Nagpur is in,2.24788,+0.25,573, the,0,15.564,0.25025,5.19494,the state of Maharashtra. It has a
oracle,1271,The city of Nagpur is in,-2.24788,-0.25,573, the,0,25.9539,-0.25025,-5.19493,the state of Maharashtra. It has a
oracle,1271,The city of Nagpur is in,4.49576,+0.50,573, the,0,10.3691,0.500501,10.3899,the state of Maharashtra. It has a
oracle,1271,The city of Nagpur is in,-4.49576,-0.50,573, the,0,31.1488,-0.5005,-10.3899,the state of Maharashtra. It has a
oracle,1271,The city of Nagpur is in,8.99151,+1.00,4316, South,1,-0.0207901,1.001,20.7798,"South Maharashtra state, India. It has"
oracle,1271,The city of Nagpur is in,-8.99151,-1.00,573, the,0,41.5387,-1.001,-20.7797,the state of <strong>Maharashtra</strong>.
oracle,1271,The city of Nagpur is in,17.983,+2.00,4316, South,1,-20.8005,2.002,41.5595,South Maharashtra region. It lies south east
oracle,1271,The city of Nagpur is in,-17.983,-2.00,573, the,0,62.3184,-2.002,-41.5595,"the state the <strong><em>,</em>"
md_full,1271,The city of Nagpur is in,0,+0.00,573, the,0,20.759,0,0,the state of Maharashtra. It has a
